docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
4449,,,,"James, Henry,",New York Thomas Seltzer 1920,1920,1843,1920,,,Master Eustace,us,,chirandom
4458,,,,"Lindsay, Vachel,",New York Macmillan Co. 1920,1920,1879,1920,,Springfield (Ill.) -- In literature;Springfield (Ill.);Utopias in literature,The golden book of Springfield,us,,chiutopia
4459,,,,"London, Jack,",New York Macmillan Co. 1920,1920,1876,1920,,Fantasy fiction;Fantastic fiction,Hearts of three,us,,chifantasy
4485,,,,"Raine, William MacLeod,",New York Grosset & Dunlap 1920,1920,1871,1920,,,Oh: you Tex!,us,,chirandom
4497,,,,"Stringer, Arthur,",New York Grosset & Dunlap 1920,1920,1874,1920,,,The prairie omnibus,us,,chirandom
4514,,,,"Bennett, John,",New York Century Co. 1921,1921,1865,1921,,Mothers and daughters;South Carolina -- Charleston;Happiness;Charleston (S.C.) -- History;Fantasy fiction;History;Charleston (S.C.);Soul,Madame Margot,us,,chifantasy
4528,,,,"Burroughs, Edgar Rice,",New York Grosset & Dunlap 1921,1921,1875,1921,,"Science fiction;Science fiction, American",The mucker,us,,chiscifi
4529,,,,"Byrne, Donn,",New York Century Co. 1921,1921,1889,1921,,,Messer Marco Polo,us,,chirandom | fantasy
4599,,,,"Nathan, Robert,",New York R.M. McBride & Co. 1921,1921,1894,1921,,Teachers;United States;Country life -- United States;Country life;New England,Autumn,us,,chirandom
4605,,,,"Putnam, Nina Wilcox,",New York George H. Doran Co. 1921,1921,1888,1921,,"Broadway (New York, N.Y.)",West Broadway,us,,chirandom
4611,,,,"Sawyer, Ruth,",New York; London Harper & Bros. 1921,1921,1880,1921,,,The silver sixpence,us,,chirandom
4625,,,,"Traprock, Walter E.",New York; London G.P. Putnam's Sons 1921,1921,1877,1921,,Oceania,The cruise of the Kawa : wanderings in the South seas,us,,chirandom
4655,,,,"Burroughs, Edgar Rice,",New York Grosset & Dunlap 1922,1922,1875,1922,,"Science fiction;Science fiction, American;Mars (Planet);Carter, John (Fictitious character)",The chessmen of Mars,us,,chiscifi
4690,,,,"Hough, Emerson,",New York Harper & Bros. 1922,1922,1857,1922,,Missouri River,The young Alaskans on the Missouri,us,,chirandom
4698,,,,"Kyne, Peter B.",New York Cosmopolitan Book Corp. 1922,1922,1880,1922,,Shipping companies (Marine transportation),Cappy Ricks retires,us,,chirandom
4705,,,,"Marquand, John P.",New York Charles Scribner's Sons 1922,1922,1893,1922,,United States;Dueling;Exiles,The unspeakable gentleman,us,,chirandom
4708,,,,"Masters, Edgar Lee,",New York Macmillan Co. 1922,1922,1868,1922,,"Douglas, Stephen Arnold;United States -- History -- 1815-1861",Children of the market place,us,,chirandom
4720,,,,"Paine, Ralph Delahaye,",Philadelphia Pennsylvania Pub. 1922,1922,1871,1922,,Pirates -- Juvenile fiction,Blackbeard: buccaneer,us,,chirandom | juvenile
4730,,,,"Sampson, Emma Speed,",Chicago Reilly & Lee Co. 1922,1922,1868,1922,,Orphans -- Virginia;Girls -- Virginia;Virginia,The shorn lamb,us,,chirandom
10008,,,,"Burroughs, Edgar Rice,",Chicago A.C. McClurg & Co. 1923,1923,1875,1923,,Science fiction;Earth (Planet) -- Core;Adventure fiction,Pellucidar,us,,chiscifi
11018,,,,"Wells, H. G.",New York Macmillan Co. 1923,1923,1866,1923,,"Science fiction;Science fiction, English;Future life",Men like gods,uk,,chiscifi
11109,,,,"Le Queux, William,",New York Macaulay Co. 1923,1923,1864,1923,,Mystery fiction,The voice from the void,uk,,chimyst
11113,,,,"Oppenheim, E. Phillips,","Boston Little, Brown & Co. 1923",1923,1866,1923,,"Sayers, Michael (Fictitious character);Mystery fiction",Michael's evil deeds,uk,,chimyst
11114,,,,"Phillpotts, Eden","London: Hutchinson & Co., 1923",1923,1862,1923,,,The red Redmaynes,uk,m,det100
10216,,,,"Bromfield, Louis,",New York Grosset & Dunlap 1924,1924,1896,1924,,Ohio -- Mansfield;Mansfield (Ohio);Middle West,The green bay tree,us,,chirandom
11121,,,,"Fletcher, J. S.",New York; London G.P. Putnam's Sons 1924,1924,1863,1924,,Mystery fiction,The safety pin,uk,,chimyst
11123,,,,"Freeman, R. Austin,",New York; London Hodder & Stoughtonodder & Stoughton 1924,1924,1862,1924,,"Mystery and detective fiction -- Great Britain;Thumbprints;Mystery fiction;England -- London;Physicians;Fingerprints;Thorndyke, Doctor (Fictitious character);London (England)",The red thumb mark,uk,,chimyst
10235,,,,"Burroughs, Edgar Rice,",New York Ace Books 1925,1925,1875,1925,,Science fiction;Human-alien encounters;Moon,The moon men,us,,chiscifi
11022,,,,"Ford, Ford Madox,",New York A. & C. Boni 1925,1925,1873,1925,,"Great Britain -- History -- George V, 1910-1936;World War, 1914-1918;History;Great Britain",No more parades,uk,,chirandom
11141,,,,"Christie, Agatha,", Bodley 1925,1925,1890,1925,,,Poirot investigates,uk,,chirandom | det100
11148,,,,"Knox, Ronald Arbuthnott,",London Methuen & Co. 1925,1925,1888,1925,,Mystery and detective fiction -- Great Britain;Mystery fiction,The viaduct murder,uk,,chimyst
11156,,,,"Phillpotts, Eden,",London Hutchinson 1925,1925,1862,1925,,,A voice from the dark,uk,m,chirandom | det100
10250,,,,"Biggers, Earl Derr,",Indianapolis Bobbs Merrill 1926,1926,1884,1926,,San Francisco Bay Area (Calif.);Mystery fiction,Fifty candles,us,m,chimyst | det100
10265,,,,"Van Dine, S. S","New York: Charles Scribner's Sons, 1926",1926,1888,1926,,"Vance, Philo (Fictitious character);Mystery fiction;New York (State) -- New York",The Benson murder case,us,m,det100
11166,,,,"Fraser, Ronald,",New York Boni & Liveright 1926,1926,1888,1926,,"Fantasy fiction;Fantasy fiction, English",Flower phantoms,uk,,chifantasy
11169,,,,"Gask, Arthur,",London H. Jenkins 1926,1926,1872,1926,,,Cloud: the smiter,uk,,chirandom | chimyst
10269,,,,"Glaspell, Susan,","London E. Benn, R. Clay & Sons 1927",1927,1876,1927,,Mystery and detective fiction -- United States;Mystery fiction,A jury of her peers,us,,chimyst | chirandom
10270,,,,"Hill, Grace Livingston,",New York Grosset & Dunlap 1927,1927,1865,1927,,Religious fiction,Job's niece,us,,chirandom
10272,,,,"Keeler, Harry Stephen,",New York E.P. Dutton 1927,1927,1890,1927,,Newspaper publishing;Mystery fiction,Find the clock,us,,chimyst
11191,,,,"Buchan, John,",Boston; New York Houghton Mifflin Co. 1927,1927,1875,1927,,Scotland;Clergy -- Scotland;Clergy;Covenanters;Witchcraft;Fantasy fiction;History;Witchcraft -- Scotland -- History -- 17th century;Fantastic fiction,Witch wood,uk,,chifantasy | chirandom
11203,,,,"Mirrlees, Hope,",New York Alfred A. Knopf 1927,1927,,1927,,Fantasy fiction,Lud-in-the-Mist,uk,,chifantasy
10053,,,,"Burroughs, Edgar Rice,",New York Grosset & Dunlap 1928,1928,1875,1928,,"Science fiction;Science fiction, American;Mars (Planet);Carter, John (Fictitious character)",The master mind of Mars,us,,chiscifi
10286,,,,"Esteven, John,",New York; London Century Co. 1928,1928,1888,1928,,Mystery fiction,The door of death,us,,chimyst
10292,,,,"Keeler, Harry Stephen,",New York E.P. Dutton 1928,1928,1890,1928,,Murder;Mystery fiction;New York (State),Sing Sing nights,us,,chimyst
10298,,,,"Wells, Carolyn,",Garden City; N.Y. George H. Doran Co. 1928,1928,-194,1928,,Mystery fiction,Deep-Lake mystery,us,,chimyst
11226,,,,"Cox, Erle,",New York Rae D. Henkle Co. 1928,1928,,1928,,"Science fiction;Science fiction, Australian",Out of the silence,au,,chiscifi
11234,,,,"Knox, Ronald Arbuthnott,",London Methuen 1928,1928,1888,1928,,,The footsteps at the lock,uk,m,chirandom | det100
11242,,,,"Wright, S. Fowler,",New York Cosmopolitan Book Corp. 1928,1928,1874,1928,,"Science fiction;Adventure fiction;Fantasy fiction;Survival after airplane accidents, shipwrecks, etc.",The island of Captain Sparrow,uk,,chifantasy | chiscifi
10065,,,,"Burnett, W. R.",New York Literary Guild of America 1929,1929,1899,1929,,Mystery and detective fiction -- United States;Mystery fiction;Gangsters -- Illinois -- Chicago;Criminals -- Illinois -- Chicago;Illinois -- Chicago;Criminals,Little Caesar,us,,chimyst
10301,,,,"Burroughs, Edgar Rice,",New York Ace Pub. Corp. 1929,1929,1875,1929,,Science fiction;Earth (Planet) -- Core;Adventure fiction,Tanar of Pellucidar,us,,chiscifi
10302,,,,"Burroughs, Edgar Rice,",New York Grosset & Dunlap 1929,1929,1875,1929,,"Science fiction;Science fiction, American",The monster men,us,,chiscifi
10310,,,,"Kline, Otis Adelbert,",Chicago A.C. McClurg & Co. 1929,1929,,1929,,"Science fiction;Science fiction, American;Alien abduction;Venus (Planet)",The planet of peril,us,,chiscifi
10312,,,,"Lewis, Sinclair,","New York Harcourt, Brace & Co. 1929",1929,1885,1929,,Retired executives -- United States;Americans -- Travel -- Europe;United States;Americans;Wives;Marriage;Satire;Married people;Adultery;Divorce;Domestic fiction;Americans -- Europe;Europe;Spouses;Retired executives,Dodsworth,us,,chirandom
11100,,,,"Hammett, Dashiell,",New York; London Alfred A. Knopf 1929,1929,1894,1929,,Gangs;United States;Mystery fiction;Continental Op (Fictitious character),Red Harvest,us,m,chimyst | det100
11252,,,,"Berkeley, Anthony,",Garden City; N.Y. George H. Doran Co. 1929,1929,1893,1929,,Mystery fiction,The poisoned chocolates case,uk,,chimyst
11255,,,,"Christie, Agatha,","New York Dodd, Mead & Co. 1929",1929,1890,1929,,"England;Police -- England;Police;Mystery fiction;Battle, Superintendent (Fictitious character)",The Seven dials mystery,uk,,chimyst
11274,,,,"Shiel, M. P.",London V. Gollancz 1929,1929,1865,1929,,"Natural disasters;Science fiction -- Great Britain;Apocalyptic fantasies;Science fiction;End of the world;Science fiction, English",The purple cloud,uk,,chifantasy | chiscifi
11277,,,,"Wallace, Edgar,",London W. Collins 1929,1929,1875,1929,,,The lone house mystery,uk,,chirandom | chimyst
10083,,,,"Burroughs, Edgar Rice,",New York Grosset & Dunlap 1930,1930,1875,1930,,"Adventure fiction;Tarzan (Fictitious character);Fantasy fiction;Science fiction;Fantasy fiction, American;Earth (Planet) -- Core",Tarzan at the earth's core,us,,chifantasy | chiscifi
10086,,,,"Stratemeyer, Edward,","Boston Lothrop, Lee & Shepard Co. 1930",1930,1862,1930,,"Mexican War, 1846-1848",With Taylor on the Rio Grande,us,,chirandom
10330,,,,"Hammett, Dashiell,",New York; London Alfred A. Knopf 1930,1930,1894,1930,,"Mystery fiction;Art;Spade, Sam (Fictitious character);California -- San Francisco;San Francisco (Calif.);Large type books",The Maltese falcon,us,m,chimyst | det100
10336,,,,"Kline, Otis Adelbert,",Chicago A.C. McClurg 1930,1930,,1930,,"Science fiction;Science fiction, American;Extraterrestrial beings",Maza of the moon,us,,chiscifi
10337,,,,"Kline, Otis Adelbert,",Chicago A.C. McClurg & Co. 1930,1930,,1930,,Science fiction;Venus (Planet),The prince of peril,us,,chiscifi
11285,,,,"Berkeley, Anthony,",Garden City; N.Y. George H. Doran Co. 1930,1930,1893,1930,,"England -- London -- Piccadilly;Piccadilly (London, England);Mystery fiction",The Piccadilly murder,uk,,chimyst
11298,,,,"Manning, Frederic,",London P. Davies 1930,1930,,1930,,"World War, 1914-1918",Her privates: we,au,,chirandom
11300,,,,"Oppenheim, E. Phillips,","Boston Little, Brown & Co. 1930",1930,1866,1930,,London (England);Mystery fiction;International intrigue;England -- London,The million pound deposit,uk,,chimyst
11302,,,,"Sayers, Dorothy L.",New York Brewer & Warren Inc. 1930,1930,1893,1930,,"England;Wimsey, Peter, Lord (Fictitious character);Large type books;Mystery fiction;London (England)",Strong poison,uk,,chimyst
11305,,,,"Stapledon, Olaf,",London Methuen & Co. 1930,1930,1886,1930,,Science fiction;Prophecies,Last and first men,uk,,chiscifi
11311,,,,"Williams, Charles,",London Victor Gollancz 1930,1930,1886,1930,,Good and evil;Fantasy fiction;Christian fiction,War in heaven,uk,,chifantasy
10090,,,,"Cummings, Ray,",New York Ace Books 1931,1931,,1931,,"Science fiction;Science fiction, American",Brigands of the moon,us,,chiscifi
10096,,,,"Merritt, Abraham,",New York Avon Publications 1931,1931,1884,1931,,"Science fiction;Science fiction, American",Face in the abyss,us,,chiscifi
10353,,,,"Hill, Grace Livingston,",New York Grosset & Dunlap 1931,1931,1865,1931,,Family-owned business enterprises -- Management;Religious fiction;Christian fiction,The chance of a lifetime,us,,chirandom
10355,,,,"Leinster, Murray,",New York Brewer & Warren Inc. 1931,1931,1896,1931,,"Science fiction;Science fiction, American",Murder madness,us,,chiscifi
10357,,,,"Merritt, Abraham,",New York H. Liveright 1931,1931,1884,1931,,"Science fiction;Science fiction, American;Fantasy fiction;Fantastic fiction",The face in the abyss,us,,chifantasy | chiscifi
10359,,,,"Queen, Ellery,",New York F.A. Stokes Co. 1931,1931,,1931,,Fathers and sons;Novelists;Mystery fiction;New York (State) -- New York,The Dutch shoe mystery,us,m,chimyst | det100
10361,,,,"Schuyler, George S.",New York Macaulay Co. 1931,1931,1895,1931,,Humorous fiction;Picaresque literature;Human skin color;United States;African Americans;Science fiction,Black no more,us,,chiscifi
10362,,,,"Smith, Thorne,",Garden City; N.Y. Sun Dial Press 1931,1931,1892,1931,,"Humorous fiction;Gods, Greek;Broadway (New York, N.Y.);Fantasy fiction;Science fiction;Fantastic fiction",The night life of the gods,us,,chifantasy | chiscifi
10365,,,,"Taylor, Phoebe Atwood","New York: W.W. Norton Co., 1931",1931,1909,1931,,"Massachusetts -- Cape Cod;Mayo, Asey (Fictitious character);Mystery fiction;Cape Cod (Mass.)",The Cape Cod mystery,us,f,det100
11316,,,,"Armstrong, Martin,",London V. Gollancz 1931,1931,1882,1931,,,The romantic adventures of Mr. Darby and of Sarah his wife,uk,,chirandom
11323,,,,"Connington, J. J.",Boston Little 1931,1931,1880,1931,,,The boathouse riddle,uk,,chirandom | chimyst
11339,,,,"Rohmer, Sax,",Garden City; N.Y. George H. Doran Co. 1931,1931,1883,1931,,"Fu Manchu, Doctor (Fictitious character);Mystery fiction",Daughter of Fu Manchu,uk,,chimyst
11349,,,,"Williams, Charles,",London Victor Gollancz 1931,1931,1886,1931,,Paranormal fiction;Christian fiction;Temptation,Many dimensions,uk,,chirandom
10377,,,,"Dos Passos, John,","New York Harcourt, Brace & Co. 1932",1932,1896,1932,,"Influence (Literary, artistic, etc.);Historical fiction;World War, 1914-1918 -- Influence;United States;History;United States -- History -- 1913-1921",1919,us,,chirandom
11043,,,,"Huxley, Aldous,",Garden City; N.Y. George H. Doran Co. 1932,1932,1894,1932,,"Culture;Grande-Bretagne. Questions intellectuelles. Romans;Control (Psychology);Utopian fiction;Brainwashing;Passivity (Psychology);Great Britain;Propaganda;Collectivism;840072101 Grande-Bretagne. Questions intellectuelles. Romans;Science fiction;Psychological fiction;Genetic engineering;Political fiction;Human behavior -- Forecasting;Totalitarianism;Behavior modification;Gesellschaft;Dystopias;Utopias;Criticism, interpretation, etc;English fiction -- 20th century -- History and criticism;Totalitarismus;Science and state;English fiction",Brave new world,uk,,chiscifi | chiutopia
11044,,,,"Morgan, Charles,",New York Alfred A. Knopf 1932,1932,1894,1932,,Engelse fiksie;English fiction -- 20th century;English fiction,The fountain,uk,,chirandom
11358,,,,"Bramah, Ernest,",London etc. Cassell & Co. 1932,1932,1869,1932,,Fantasy fiction;Kai Lung (Fictitious character),The moon of much gladness,uk,,chifantasy
11364,,,,"Evans, Margiad,",London Arthur Barker 1932,1932,1909,1932,,English fiction -- Welsh authors -- 20th century;English fiction -- Welsh authors,Country dance,uk,,chirandom
11383,,,,"Shute, Nevil,"," Leicester, Ulverscroft 1932",1932,1899,1932,,"World War, 1914-1918;English fiction -- 20th century;Large type books;English fiction",Lonely road,uk,,chirandom
11384,,,,"Snow, C. P.",Garden City; N.Y. George H. Doran Co. 1932,1932,1905,1932,,England;Physicians;Mystery fiction;Sailing,Death under sail,uk,,chimyst
11385,,,,"Stapledon, Olaf,",London Methuen 1932,1932,1886,1932,,Science fiction;England -- London;London (England),Last men in London,uk,,chiscifi
10108,,,,"Herrick, Robert,","New York Farrar & Rinehart, Inc. 1933",1933,1868,1933,,Utopias;Utopian fiction,Sometime,us,,chiutopia
10403,,,,"Endore, S. Guy,","New York Farrar & Rinehart, Inc. 1933",1933,1900,1933,,"Paris (France);Werewolves;Horror fiction;Fantasy fiction;Fantasy fiction, American;France -- Paris",The werewolf of Paris,us,,chifantasy | chihorror
11046,,,,"Hilton, James,",New York W. Morrow & Co. 1933,1933,1900,1933,,Buddhist monasteries;Adventure fiction;India;China -- Tibet Autonomous Region;Utopias;Travelers;Shipwreck survival;Survival;Utopian fiction;Shangri-La (Imaginary place);Romance Ingles;Fantasy fiction;Fantastic fiction;Himalaya Mountains;Large type books;Tibet Autonomous Region (China);Buddhist monasteries -- China -- Tibet Autonomous Region,Lost horizon,uk,,chifantasy | chiutopia
11396,,,,"Franklin, Miles,", Sydney : Endeavour Press 1933,1933,1879,1933,,,Bring the monkey,au,,chirandom | chimyst
11404,,,,"Oppenheim, E. Phillips,","Boston Little, Brown, & Co. 1933",1933,1866,1933,,Monaco -- Monte-Carlo;Monte Carlo (Monaco);Mystery fiction,Murder at Monte Carlo,uk,,chimyst
11416,,,,"White, Ethel Lina,",New York Harper & Bros. 1933,1933,,1933,,,Put out the light,uk,,chirandom | chimyst
10435,,,,"Dickson, Carter,",New York W. Morrow & Co. 1934,1934,1906,1934,,"Merrivale, Henry, Sir (Fictitious character);Mystery fiction",The Plague court murders,us,,chimyst | chirandom
10460,,,,"Teilhet, Darwin L.",New York W.M. Morrow & Co. 1934,1934,1904,1934,,Mystery fiction;Heidelberg (Germany),The talking sparrow murders,us,,chimyst
11442,,,,"Linklater, Eric,","New York Farrar & Rinehart, Inc. 1934",1934,1899,1934,,Scottish fiction,Magnus Merriman,uk,,chirandom
10117,,,,"Burroughs, Edgar Rice,","Calif. Tarzana, Edgar Rice Burroughs, Inc. 1935",1935,1875,1935,,Fantasy fiction;Adventure fiction;Tarzan (Fictitious character),Tarzan and the leopard men,us,,chifantasy
10476,,,,"Lewis, Sinclair,",Garden City; N.Y. George H. Doran Co. 1935,1935,1885,1935,,Political fiction;Fascists;Dictators;Presidents;United States;Newspaper editors;Canada;Science fiction;Anti-fascist movements;Presidents -- Election;Presidents -- United States;Vermont,It can't happen here,us,,chiscifi
11462,,,,"Heyer, Georgette,",London; Toronto W. Heinemann 1935,1935,1902,1935,,Large type books;Regency fiction;Great Britain,Regency buck,uk,,chirandom
11468,,,,"Marsh, Ngaio,","Boston ittle, Brown 1935",1935,1895,1935,,"Alleyn, Roderick (Fictitious character);Police -- England;Police;Mystery fiction;England",The nursing home murder,nz,,chimyst | chirandom
11472,,,,"Montgomery, L. M.",Toronto McClell& & Stewart 1935,1935,1874,1935,,,Mistress Pat,ca,,chirandom
10490,,,,"Gellhorn, Martha,",London Putnam 1936,1936,1908,1936,,,The trouble I've seen,us,,chirandom
10494,,,,"Latimer, Jonathan,",Garden City; N.Y. Sun dial Press 1936,1936,1906,1936,,Mystery fiction,Murder in the madhouse,us,,chimyst
11499,,,,"Innes, Michael,",London Victor Gollancz Ltd 1936,1936,1906,1936,,,Death at the president's lodging,uk,,chirandom | chimyst
10514,,,,"Bristow, Gwen,",New York Thomas Y. Crowell Co. 1937,1937,1903,1937,,Plantation life;History;Historical fiction;Louisiana -- History;Southern States;Plantations;Plantation life -- Louisiana;Créoles;Louisiana,Deep summer,us,,chirandom
11519,,,,"Allingham, Margery,",London W. Heinemann 1937,1937,1904,1937,,"England;Mystery fiction;Great Britain;England -- London;Campion, Albert (Fictitious character);Detectives -- England;London (England)",Dancers in mourning,uk,,chimyst | chirandom
11535,,,,"Linklater, Eric,",London J. Cape 1937,1937,1899,1937,,English fiction -- 20th century;English fiction,Juan in China,uk,,chirandom
11545,,,,"Rhode, John","New York: Dodd, Mead & Co., 1937",1937,1884,1937,,,The harvest murder,uk,m,det100
11552,,,,"Wells, H. G.",London Chatto & Windus 1937,1937,1866,1937,,Science fiction,Star-begotten,uk,,chiscifi
10542,,,,"Burroughs, Edgar Rice,",New York; N.Y. Ace Books 1938,1938,1875,1938,,Science fiction;Africa,The lad and the lion,us,,chiscifi
10543,,,,"Carr, John Dickson","New York: Harper & Bros., 1938",1938,1906,1938,,"Fell, Gideon (Fictitious character);England;Mystery fiction",To wake the dead,us,m,det100
10561,,,,"Sarton, May,",Boston; Cambridge Houghton Mifflin Co. 1938,1938,1912,1938,,Friendship;Older women;Poets;Utopian fiction;Writer's block,The single hound,us,,chiutopia
11564,,,,"Connington, J. J.","Boston Little, Brown 1938",1938,1880,1938,,Mystery fiction,Murder will speak,uk,,chimyst
11575,,,,"Hyde, Robin,",London Hurst & Blackett 1938,1938,1906,1938,,Young women;Domestic fiction;Wellington (N.Z.);Bildungsromans;Autobiographical fiction,The godwits fly,nz,,chirandom
11584,,,,"Priestley, J. B.","London William Heinemann, The Windmill Press 1938",1938,1894,1938,,Science fiction;Adventure fiction,The doomsday men,uk,,chiscifi
11591,,,,"Wright, S. Fowler,",London H. Jenkins 1938,1938,1874,1938,,"Science fiction;Utopias;Science fiction, English;Utopias in literature",The adventure of Wyndham Smith,uk,,chiscifi | chiutopia | chirandom
10588,,,,"Stout, Rex,","New York; Toronto Farrar & Rinehart, Inc. 1939",1939,1886,1939,,Indiana;Mystery fiction,Mountain cat Murders,us,m,chimyst | det100
11592,,,,"Allan, Ted,",New York W. Morrow & Co. 1939,1939,,1939,,"Spain -- History -- Civil War, 1936-1939;History;Spain",This time a better earth,ca,,chirandom
11593,,,,"Berkeley, Anthony,",New York George H. Doran Co. 1939,1939,1893,1939,,Mystery fiction,Death in the house,uk,,chimyst
11606,,,,"Freeman, R. Austin,",London Hodder & Stoughton 1939,1939,1862,1939,,"Thorndyke, Doctor (Fictitious character);England -- London;Physicians;Mystery fiction;London (England)",The stoneware monkey,uk,,chimyst
10151,,,,"Atkinson, Eleanor,",New York Harper & Bros. 1940,1940,1863,1940,,Dogs;Skye terriers,Greyfriars Bobby,us,,chirandom
10621,,,,"Rawson, Clayton,",New York G.P. Putnam's Son 1940,1940,1906,1940,,Magicians;Mystery fiction,The headless lady,us,,chimyst
11664,,,,"Shute, Nevil","New York: Morrow, 1940",1940,1899,1940,,"World War, 1939-1945|Great Britain",Landfall,uk,m,chirandom
10622,,,,"Reilly, Helen,",New York Random House 1940,1940,1890,1940,,Scottish Americans;Police;Police -- New York (State) -- New York;Mystery fiction;New York (State) -- New York,The dead can tell,us,,chimyst
11101,,,,"Chandler, Raymond","New York: Alfred A. Knopf, 1940",1940,1888,1940,,,Farewell My Lovely,us,m,det100
10645,,,,"Merritt, Abraham,",New York; N.Y. . : Avon 1941,1941,1884,1941,,"Science fiction;Science fiction, American;China -- Tibet Autonomous Region;Tibet Autonomous Region (China)",The metal monster,us,,chiscifi
11675,,,,"Christie, Agatha,","New York Dodd, Mead 1941",1941,1890,1941,,"England;Domestic fiction;Mystery fiction;Beresford, Tommy (Fictitious character)",N or M?,uk,,chimyst | chirandom
11681,,,,"Heyer, Georgette,",London Heinemann 1941,1941,1902,1941,,Large type books,Faro's daughter,uk,,chirandom
10661,,,,"Eberhart, Mignon Good","New York: Random House, 1942",1942,1899,1942,,Medical novels;Women detectives;Nurses;Mystery fiction,Wolf in man's clothing,us,f,det100
10665,,,,"Gardner, Erle Stanley,",New York Detective Book Club 1942,1942,1889,1942,,"Mystery fiction;Mason, Perry (Fictitious character)",The case of the empty tin,us,m,chimyst | det100 | det100
10679,,,,"Merritt, Abraham,",New York; N.Y. Avon Book Co. 1942,1942,1884,1942,,"Science fiction;Science fiction, American;Mystery fiction",Burn: witch: burn!,us,,chiscifi | chimyst
10688,,,,"Rice, Craig,",New York Simon & Schuster 1942,1942,1908,1942,,Mystery fiction,The big midget murders,us,m,chimyst | det100
10690,,,,"Rinehart, Mary Roberts,",New York Pocket Books 1942,1942,1876,1942,,Mystery fiction,The door,us,,chimyst | chirandom
11073,,,,"Knight, Eric,",New York; London Harper & Bros. 1942,1942,1897,1942,,,Sam Small flies again (The Flying Dutchman),uk,,chirandom
11703,,,,"Christie, Agatha,",London Published for the Crime Club by Collins 1942,1942,1890,1942,,,Five little pigs,uk,,chirandom | chimyst
11709,,,,"Marsh, Ngaio,",New York Sheridan House 1942,1942,1895,1942,,"Alleyn, Roderick (Fictitious character);Police -- England;Police;Mystery fiction;England",A man lay dead,nz,,chimyst | chirandom
11711,,,,"Stapledon, Olaf,",London Methuen 1942,1942,1886,1942,,Science fiction,Darkness and the light,uk,,chiscifi
10700,,,,"Cain, James M.",New York; N.Y. . : Avon Book Co. 1943,1943,1892,1943,,California;Insurance crimes;Psychological fiction;Insurance agents;Guilt;Mystery fiction,Double indemnity,us,,chimyst
10723,,,,"Queen, Ellery,","Boston Little, Brown & Co. 1943",1943,,1943,,Mystery fiction;Novelists,There was an old woman,us,m,chimyst | det100
11730,,,,"Marsh, Ngaio,","Boston Little, Brown & Co. 1943",1943,1895,1943,,"Alleyn, Roderick (Fictitious character);Mystery fiction;Great Britain;New Zealand;Police;New Zealand fiction -- 20th century;Police -- New Zealand;Large type books",Colour scheme,nz,,chimyst | chirandom
11724,,,,"Green, Henry,","London: Hogarth Press, 1943",1943,1905,1943,,England|Fire fighters|Fire fighters -- England,Caught,uk,m,chirandom
11736,,,,"Wentworth, Patricia,",New York; Philadelphia J.B. Lippincott Co. 1943,1943,,1943,,"Silver, Maud (Fictitious character);Mystery fiction;England",Miss Silver deals with death,uk,,chimyst | chirandom
10733,,,,"Brackett, Leigh,",New York Coward-McCann 1944,1944,,1944,,Extortion;Murder -- Investigation;Mystery fiction;United States;Private investigators -- United States;Private investigators,No good from a corpse,us,,chimyst | chirandom
10736,,,,"Burroughs, Edgar Rice,"," Tarzana, Calif : E.R. Burroughs, Inc. 1944",1944,1875,1944,,Science fiction;Primitive societies;Fantasy fiction;Earth (Planet) -- Core;Lost continents,Land of terror,us,,chifantasy | chiscifi
10761,,,,"Walker, Mildred","New York: Harcourt, Brace & Co. 1944",1944,1905,,,Farm life -- Montana|Montana|Farm life,Winter wheat,us,,chirandom
10746,,,,"Hughes, Dorothy B.","New York Duell, Sloan & Pearce 1944",1944,1904,1944,,"Murder;Mystery fiction;Fantasy fiction, American;Police;Fantasy fiction;Police -- New York (State) -- New York;New York (N.Y.)",The delicate ape,us,,chifantasy | chimyst
